"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대구광역시청",대구광역시 달서구 당산로 40,대구광역시 달서구 본리동 154,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.8408700,128.5450434,2019-06-21
"대구광역시청",대구광역시 달서구 송현로 81,대구광역시 달서구 송현동 898-4,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.8242155,128.543418,2019-06-21
"대구광역시청",대구광역시 달서구 선원남로 120,대구광역시 달서구 이곡동 1304-4,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.8568211,128.513651,2019-06-21
"대구광역시청",대구광역시 달성군 새동네로 34,대구광역시 달서구 용산동 410-2,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.8517496,128.5192581,2019-06-21
"대구광역시청",대구광역시 달성군 테크노대로 5길 34,대구광역시 달성군 봉리 623,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.6922354374,128.467737703,2019-06-21
"대구광역시청",대구광역시 달성군 돌미로 36,대구광역시 달성군 강림리 1125,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.7789796196,128.438180,2019-06-21
"대구광역시청",대구광역시 달성군 달구벌대로 859,대구광역시 달성군 매곡리 1546-6,교통단속,1,200,불법 주정차 예상위치 방면,,2017-05,053-803-4887,35.8593624,128.4641374,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 584-4,대구광역시 달서구 두류동 584-4,생활방범,1,200,야구장입구 삼거리 방면,,2015-11,053-803-7482,35.850936,128.559789,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 587-22,대구광역시 달서구 두류동 587-22,생활방범,1,200,2.28 주차장 방면,,2015-11,053-803-7482,35.850676,128.559590,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 595-1,대구광역시 달서구 두류동 595-1,생활방범,1,200,광장휴게소 주차장 방면,,2015-11,053-803-7482,35.851506,128.558925,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 597-6,대구광역시 달서구 두류동 597-6,생활방범,1,200,두류테니스장 주차장 방면,,2015-11,053-803-7482,35.851746,128.556701,2019-06-21
"대구광역시청",대구광역시 달서구 공원순환로 46(두류동),대구광역시 달서구 공원순환로 46(두류동),생활방범,1,200,관광정보센터 주차장 방면,,2015-11,053-803-7482,35.8508631258,128.5576664506,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 산314,대구광역시 달서구 두류동 산314,생활방범,1,200,야외음악당옆 인도 방면,,2015-11,053-803-7482,35.850161,128.556614,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 산326-11,대구광역시 달서구 두류동 산326-11,생활방범,1,200,산마루휴게소 주차장 방면,,2015-11,053-803-7482,35.848764,128.554342,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산214-2,대구광역시 달서구 성당동 산214-2,생활방범,1,200,체육공원 사거리 방면,,2015-11,053-803-7482,35.845968,128.553041,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 195-9,대구광역시 달서구 성당동 195-9,생활방범,1,200,반도지 삼거리 방면,,2015-11,053-803-7482,35.843131,128.558050,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산235-2,대구광역시 달서구 성당동 산235-2,생활방범,1,200,수경지 방면,,2015-11,053-803-7482,35.843182,128.557875,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 195-7,대구광역시 달서구 성당동 195-7,생활방범,1,200,부용정 입구 방면,,2015-11,053-803-7482,35.844016,128.559885,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산200-2,대구광역시 달서구 성당동 산200-2,생활방범,1,200,성당휴게소 사거리 방면,,2015-11,053-803-7482,35.844496,128.561050,2019-06-21
"대구광역시청",대구광역시 달서구 공원순환로 216(성당동),대구광역시 달서구 공원순환로 216(성당동),생활방범,1,200,성당못 방면,,2015-11,053-803-7482,35.8445513,128.5616139,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 195-11,대구광역시 달서구 성당동 195-11,생활방범,1,200,성당주차장 방면,,2015-11,053-803-7482,35.843689,128.562084,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 195-11,대구광역시 달서구 성당동 195-11,생활방범,1,200,인라인스케이트장 방면,,2015-11,053-803-7482,35.845145,128.562186,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 169,대구광역시 달서구 성당동 169,생활방범,1,200,다목적 운동장 방면,,2015-11,053-803-7482,35.845078,128.563676,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산198-6,대구광역시 달서구 성당동 산198-6,생활방범,1,200,친수형 휴게마당 방면,,2015-11,053-803-7482,35.846758,128.560515,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산189,대구광역시 달서구 성당동 산189,생활방범,1,200,두류수영장 뒷편 삼거리 방면,,2015-11,053-803-7482,35.847533,128.562816,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산305-8,대구광역시 달서구 성당동 산305-8,생활방범,1,200,시계탑 삼거리 방면,,2015-11,053-803-7482,35.849725,128.561928,2019-06-21
"대구광역시청",대구광역시 달서구 성당동 산305-9,대구광역시 달서구 성당동 산305-9,생활방범,1,200,관리사무소 입구 방면,,2015-11,053-803-7482,35.851212,128.562976,2019-06-21
"대구광역시청",대구광역시 북구 조야로2길 121,대구광역시 북구 서변동 1585,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.9069510,128.590619,2019-06-21
"대구광역시청",대구광역시 달성군 화원읍 사문진로1길 35,대구광역시 달성군 화원읍 성산리 269,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.8103592,128.478358,2019-06-21
"대구광역시청",대구광역시 수성구 상동 667-53,대구광역시 수성구 상동 667-53,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.834642,128.606365,2019-06-21
"대구광역시청",대구광역시 동구 효목동 3-7,대구광역시 동구 효목동 3-7,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.888882,128.641665,2019-06-21
"대구광역시청",대구광역시 북구 조야로12길 3,대구광역시 북구 조야로12길 3,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.912045,128.5772184916,2019-06-21
"대구광역시청",대구광역시 수성구 파동 581-125,대구광역시 수성구 파동 581-125,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.810768,128.617916,2019-06-21
"대구광역시청",대구광역시 북구 팔달동 524-4,대구광역시 북구 팔달동 524-4,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.896540,128.549892,2019-06-21
"대구광역시청",대구광역시 동구 방촌동 1078-3,대구광역시 동구 방촌동 1078-3,재난재해,1,200,하천 수위 방면,,2015-05,053-803-2672,35.876845,128.660001,2019-06-21
"대구광역시청",대구광역시 남구 봉덕동 1617-1,대구광역시 남구 봉덕동 1617-1,재난재해,1,200,하천 수위 방면,,2014-09,053-803-2672,35.836018,128.605721,2019-06-21
"대구광역시청",대구광역시 남구 봉덕동 1617-1,대구광역시 남구 봉덕동 1617-1,재난재해,1,200,하천 수위 방면,,2014-09,053-803-2672,35.836018,128.605721,2019-06-21
"대구광역시청",대구광역시 수성구 파동 613-1,대구광역시 수성구 파동 613-1,재난재해,1,200,하천 수위 방면,,2014-09,053-803-2672,35.825131,128.609174,2019-06-21
"대구광역시청",대구광역시 수성구 파동 608-8,대구광역시 수성구 파동 608-8,재난재해,1,200,하천 수위 방면,,2014-09,053-803-2672,35.823912,128.607848,2019-06-21
"대구광역시청",대구광역시 남구 봉덕동 1632,대구광역시 남구 봉덕동 1632,교통정보수집,1,41,자동차 진행 방면,,1998-02,053-803-4573,35.8355601,128.6044521,2019-06-21
"대구광역시청",대구광역시 남구 이천동 655-144,대구광역시 남구 이천동 655-144,교통정보수집,1,41,자동차 진행 방면,,2000-12,053-803-4573,35.847503,128.606572,2019-06-21
"대구광역시청",대구광역시 중구 삼덕동3가,대구광역시 중구 삼덕동3가,교통정보수집,1,41,자동차 진행 방면,,1994-09,053-803-4573,35.861754,128.608872,2019-06-21
"대구광역시청",대구광역시 중구 동인동3가 376-17,대구광역시 중구 동인동3가 376-17,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.873841,128.611610,2019-06-21
"대구광역시청",대구광역시 북구 대현동 396,대구광역시 북구 대현동 396,교통정보수집,1,41,자동차 진행 방면,,2000-12,053-803-4573,35.886333,128.601500,2019-06-21
"대구광역시청",대구광역시 북구 침산동 663-2,대구광역시 북구 침산동 663-2,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.900976,128.592666,2019-06-21
"대구광역시청",대구광역시 북구 팔달동 524-25,대구광역시 북구 팔달동 524-25,교통정보수집,1,41,자동차 진행 방면,,1997-06,053-803-4573,35.895715,128.550481,2019-06-21
"대구광역시청",대구광역시 북구 노원동3가 784-1,대구광역시 북구 노원동3가 784-1,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.8888739232,128.567885752,2019-06-21
"대구광역시청",대구광역시 남구 봉덕동 1306,대구광역시 남구 봉덕동 1306,교통정보수집,1,41,자동차 진행 방면,,2000-12,053-803-4573,35.845328,128.590502,2019-06-21
"대구광역시청",대구광역시 달서구 송현동 1044-2,대구광역시 달서구 송현동 1044-2,교통정보수집,1,41,자동차 진행 방면,,1994-07,053-803-4573,35.836841,128.557791,2019-06-21
"대구광역시청",대구광역시 달서구 본리동 1150,대구광역시 달서구 본리동 1150,교통정보수집,1,41,자동차 진행 방면,,1999-01,053-803-4573,35.837492,128.536951,2019-06-21
"대구광역시청",대구광역시 달서구 두류동 1290-1,대구광역시 달서구 두류동 1290-1,교통정보수집,1,41,자동차 진행 방면,,1994-07,053-803-4573,35.8578830,128.557478,2019-06-21
"대구광역시청",대구광역시 수성구 만촌동 1310-2,대구광역시 수성구 만촌동 1310-2,교통정보수집,1,41,자동차 진행 방면,,1994-07,053-803-4573,35.858963,128.646131,2019-06-21
"대구광역시청",대구광역시 수성구 범어동 835,대구광역시 수성구 범어동 835,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.8588373885,128.6245429254,2019-06-21
"대구광역시청",대구광역시 수성구 범어동 834,대구광역시 수성구 범어동 834,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.866965,128.626776,2019-06-21
"대구광역시청",대구광역시 동구 신천동 742,대구광역시 동구 신천동 742,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.879684,128.628467,2019-06-21
"대구광역시청",대구광역시 중구 덕산동 110,대구광역시 중구 덕산동 110,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.8663342,128.5928153,2019-06-21
"대구광역시청",대구광역시 중구 포정동 58-12,대구광역시 중구 포정동 58-12,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.871076,128.593987,2019-06-21
"대구광역시청",대구광역시 중구 태평로 2가 33-1,대구광역시 중구 태평로 2가 33-1,교통정보수집,1,41,자동차 진행 방면,,2000-12,053-803-4573,35.875100,128.594804,2019-06-21
"대구광역시청",대구광역시 중구 대신동 115-1,대구광역시 중구 대신동 115-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.8697976853,128.5822392254,2019-06-21
"대구광역시청",대구광역시 서구 평리동 1621-3,대구광역시 서구 평리동 1621-3,교통정보수집,1,41,자동차 진행 방면,,1994-07,053-803-4573,35.879089,128.554931,2019-06-21
"대구광역시청",대구광역시 북구 산격동 1628,대구광역시 북구 산격동 1628,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.895883,128.590203,2019-06-21
"대구광역시청",대구광역시 남구 대명동 901-1,대구광역시 남구 대명동 901-1,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.8388279,128.5766621,2019-06-21
"대구광역시청",대구광역시 북구 태전동 206-3,대구광역시 북구 태전동 206-3,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.9205643,128.5454855,2019-06-21
"대구광역시청",대구광역시 서구 이현동 282-2,대구광역시 서구 이현동 282-2,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.878608,128.539884,2019-06-21
"대구광역시청",대구광역시 동구 지저동 406-6,대구광역시 동구 지저동 406-6,교통정보수집,1,41,자동차 진행 방면,,1998-06,053-803-4573,35.900018,128.635019,2019-06-21
"대구광역시청",대구광역시 동구 입석동 978-24,대구광역시 동구 입석동 978-24,교통정보수집,1,41,자동차 진행 방면,,1998-06,053-803-4573,35.892062,128.643604,2019-06-21
"대구광역시청",대구광역시 북구 태전동 838,대구광역시 북구 태전동 838,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.9098770,128.5487403,2019-06-21
"대구광역시청",대구광역시 동구 용계동 963-10,대구광역시 동구 용계동 963-10,교통정보수집,1,41,자동차 진행 방면,,2000-12,053-803-4573,35.874395,128.688073,2019-06-21
"대구광역시청",대구광역시 수성구 매호동 1330-3,대구광역시 수성구 매호동 1330-3,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.840921,128.704974,2019-06-21
"대구광역시청",대구광역시 달서구 상인동 1396-5,대구광역시 달서구 상인동 1396-5,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.8186697,128.5377914,2019-06-21
"대구광역시청",대구광역시 수성구 지저동 206-21,대구광역시 수성구 지저동 206-21,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.841411,128.685126,2019-06-21
"대구광역시청",대구광역시 수성구 대흥동 134-1,대구광역시 수성구 대흥동 134-1,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.833141,128.683509,2019-06-21
"대구광역시청",대구광역시 달서구 월성동 78,대구광역시 달서구 월성동 78,교통정보수집,1,130,자동차 진행 방면,,2013-05,053-803-4573,35.826148,128.529756,2019-06-21
"대구광역시청",대구광역시 달서구 감산동 440-2,대구광역시 달서구 감산동 440-2,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.850156,128.537257,2019-06-21
"대구광역시청",대구광역시 수성구 연호동 61,대구광역시 수성구 연호동 61,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.846195,128.672687,2019-06-21
"대구광역시청",대구광역시 달서구 송현동 187-1,대구광역시 달서구 송현동 187-1,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.8313123,128.5515703,2019-06-21
"대구광역시청",대구광역시 북구 노원동2가 1,대구광역시 북구 노원동2가 1,교통정보수집,1,41,자동차 진행 방면,,1990-07,053-803-4573,35.887635,128.575919,2019-06-21
"대구광역시청",대구광역시 북구 칠성동 2가 711,대구광역시 북구 칠성동 2가 711,교통정보수집,1,41,자동차 진행 방면,,1989-06,053-803-4573,35.881472,128.586190,2019-06-21
"대구광역시청",대구광역시 북구 침산동 1662-20,대구광역시 북구 침산동 1662-20,교통정보수집,1,41,자동차 진행 방면,,2010-05,053-803-4573,35.889395,128.598791,2019-06-21
"대구광역시청",대구광역시 북구 산격동 1346,대구광역시 북구 산격동 1346,교통정보수집,1,41,자동차 진행 방면,,1989-06,053-803-4573,35.892342,128.609362,2019-06-21
"대구광역시청",대구광역시 북구 복현동 623,대구광역시 북구 복현동 623,교통정보수집,1,41,자동차 진행 방면,,1994-07,053-803-4573,35.8932645494,128.617059769,2019-06-21
"대구광역시청",대구광역시 동구 효목동 964,대구광역시 동구 효목동 964,교통정보수집,1,41,자동차 진행 방면,,1990-07,053-803-4573,35.885569,128.633053,2019-06-21
"대구광역시청",대구광역시 동구 신암동 368,대구광역시 동구 신암동 368,교통정보수집,1,41,자동차 진행 방면,,1990-07,053-803-4573,35.883319,128.623946,2019-06-21
"대구광역시청",대구광역시 동구 신암동 804-4,대구광역시 동구 신암동 804-4,교통정보수집,1,41,자동차 진행 방면,,1990-07,053-803-4573,35.882720,128.613606,2019-06-21
"대구광역시청",대구광역시 중구 동인동1가 405-1,대구광역시 중구 동인동1가 405-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.872562,128.604525,2019-06-21
"대구광역시청",대구광역시 중구 동인동1가 116-3,대구광역시 중구 동인동1가 116-3,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.873836,128.601333,2019-06-21
"대구광역시청",대구광역시 중구 태평로 3가 225-1,대구광역시 중구 태평로 3가 225-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.876472,128.587980,2019-06-21
"대구광역시청",대구광역시 중구 수창동 104-7,대구광역시 중구 수창동 104-7,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.877673,128.581502,2019-06-21
"대구광역시청",대구광역시 서구 비산동 541-25,대구광역시 서구 비산동 541-25,교통정보수집,1,41,자동차 진행 방면,,1990-07,053-803-4573,35.879602,128.571338,2019-06-21
"대구광역시청",대구광역시 서구 평리동 1621-26,대구광역시 서구 평리동 1621-26,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.870471,128.554923,2019-06-21
"대구광역시청",대구광역시 서구 평리동 718-1,대구광역시 서구 평리동 718-1,교통정보수집,1,41,자동차 진행 방면,,2090-07,053-803-4573,35.8787012,128.5552587,2019-06-21
"대구광역시청",대구광역시 수성구 범물동 184,대구광역시 수성구 범물동 184,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.818903,128.649662,2019-06-21
"대구광역시청",대구광역시 중구 서성로2가 22-7,대구광역시 중구 서성로2가 22-7,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.8697984,128.5870331,2019-06-21
"대구광역시청",대구광역시 수성구 황금동 908,대구광역시 수성구 황금동 908,교통정보수집,1,41,자동차 진행 방면,,2000-12,053-803-4573,35.8450820436,128.624833396,2019-06-21
"대구광역시청",대구광역시 중구 공평동 101,대구광역시 중구 공평동 101,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.870117,128.600292,2019-06-21
"대구광역시청",대구광역시 중구 동문동 9-86,대구광역시 중구 동문동 9-86,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.871425,128.600637,2019-06-21
"대구광역시청",대구광역시 중구 동인동2가 259,대구광역시 중구 동인동2가 259,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.869242,128.604063,2019-06-21
"대구광역시청",대구광역시 남구 이천동 392-5,대구광역시 남구 이천동 392-5,교통정보수집,1,41,자동차 진행 방면,,1991-10,053-803-4573,35.855533,128.598278,2019-06-21
"대구광역시청",대구광역시 남구 대명동 2321-1,대구광역시 남구 대명동 2321-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.8537146709,128.5922847258,2019-06-21
"대구광역시청",대구광역시 중구 남산동 697-1,대구광역시 중구 남산동 697-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.861246,128.592717,2019-06-21
"대구광역시청",대구광역시 남구 대명동 2321-1,대구광역시 남구 대명동 2321-1,교통정보수집,1,41,자동차 진행 방면,,1989-06,053-803-4573,35.8537146709,128.5922847258,2019-06-21
"대구광역시청",대구광역시 수성구 만촌동 1332,대구광역시 수성구 만촌동 1332,교통정보수집,1,41,자동차 진행 방면,,2002-04,053-803-4573,35.876600,128.644991,2019-06-21
"대구광역시청",대구광역시 남구 대명동 1291,대구광역시 남구 대명동 1291,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.8393146724,128.5653780135,2019-06-21
"대구광역시청",대구광역시 서구 내당동 1290,대구광역시 서구 내당동 1290,교통정보수집,1,41,자동차 진행 방면,,1989-06,053-803-4573,35.8580793954,128.557121313,2019-06-21
"대구광역시청",대구광역시 북구 태전동 991,대구광역시 북구 태전동 991,교통정보수집,1,41,자동차 진행 방면,,2002-11,053-803-4573,35.932851,128.548448,2019-06-21
"대구광역시청",대구광역시 중구 동산동 312,대구광역시 중구 동산동 312,교통정보수집,1,41,자동차 진행 방면,,2089-06,053-803-4573,35.866438,128.587642,2019-06-21
"대구광역시청",대구광역시 중구 봉산동 127-1,대구광역시 중구 봉산동 127-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.8648810,128.5966953,2019-06-21
"대구광역시청",대구광역시 중구 대봉동 654-1,대구광역시 중구 대봉동 654-1,교통정보수집,1,41,자동차 진행 방면,,1988-08,053-803-4573,35.863207,128.602722,2019-06-21
"대구광역시청",대구광역시 수성구 수성4가 1186-99,대구광역시 수성구 수성4가 1186-99,교통정보수집,1,41,자동차 진행 방면,,1990-07,053-803-4573,35.859805,128.614098,2019-06-21
"대구광역시청",대구광역시 중구 남산동 97-3,대구광역시 중구 남산동 97-3,교통정보수집,1,41,자동차 진행 방면,,1989-06,053-803-4573,35.864913,128.582362,2019-06-21
"대구광역시청",대구광역시 수성구 지산동 1086,대구광역시 수성구 지산동 1086,교통정보수집,1,41,자동차 진행 방면,,2007-06,053-803-4573,35.8371472,128.6273862,2019-06-21
"대구광역시청",대구광역시 동구 신천동 845-19,대구광역시 동구 신천동 845-19,교통정보수집,1,41,자동차 진행 방면,,2007-06,053-803-4573,35.867887,128.618406,2019-06-21
"대구광역시청",대구광역시 달서구 진천동 790-2,대구광역시 달서구 진천동 790-2,교통정보수집,1,41,자동차 진행 방면,,2007-06,053-803-4573,35.810743,128.515666,2019-06-21
"대구광역시청",대구광역시 달성군 화원읍 천내리 415-7,대구광역시 달성군 화원읍 천내리 415-7,교통정보수집,1,41,자동차 진행 방면,,2007-06,053-803-4573,35.803341,128.497656,2019-06-21
"대구광역시청",대구광역시 달서구 이곡동 653-4,대구광역시 달서구 이곡동 653-4,교통정보수집,1,41,자동차 진행 방면,,2007-06,053-803-4573,35.851798,128.507288,2019-06-21
"대구광역시청",대구광역시 북구 매천동 618-1,대구광역시 북구 매천동 618-1,교통정보수집,1,41,자동차 진행 방면,,2008-04,053-803-4573,35.912906,128.541662,2019-06-21
"대구광역시청",대구광역시 동구 봉무동 1581,대구광역시 동구 봉무동 1581,교통정보수집,1,41,자동차 진행 방면,,2011-02,053-803-4573,35.926938,128.641253,2019-06-21
"대구광역시청",대구광역시 달성군 다사읍 죽곡리 311-62,대구광역시 달성군 다사읍 죽곡리 311-62,교통정보수집,1,41,자동차 진행 방면,,2011-09,053-803-4573,35.853497,128.471802,2019-06-21
"대구광역시청",대구광역시 달성군 현풍면 상리 50-1,대구광역시 달성군 현풍면 상리 50-1,교통정보수집,1,41,자동차 진행 방면,,2013-08,053-803-4573,35.7056373808,128.455012007,2019-06-21
"대구광역시청",대구광역시 달성군 현풍면 상리 50-1,대구광역시 달성군 현풍면 상리 50-1,교통정보수집,1,41,자동차 진행 방면,,2013-08,053-803-4573,35.7056373808,128.455012007,2019-06-21
"대구광역시청",대구광역시 달성군 현풍면 상리 50-1,대구광역시 달성군 현풍면 상리 50-1,교통정보수집,1,41,자동차 진행 방면,,2013-08,053-803-4573,35.7056373808,128.455012007,2019-06-21
"대구광역시청",대구광역시 달성군 현풍면 상리 50-1,대구광역시 달성군 현풍면 상리 50-1,교통정보수집,1,41,자동차 진행 방면,,2013-08,053-803-4573,35.7056373808,128.455012007,2019-06-21
"대구광역시청",대구광역시 달성군 현풍면 상리 50-1,대구광역시 달성군 현풍면 상리 50-1,교통정보수집,1,41,자동차 진행 방면,,2013-08,053-803-4573,35.7056373808,128.455012007,2019-06-21
"대구광역시청",대구광역시 달성군 현풍면 상리 50-1,대구광역시 달성군 현풍면 상리 50-1,교통정보수집,1,41,자동차 진행 방면,,2013-08,053-803-4573,35.7056373808,128.455012007,2019-06-21
"대구광역시청",대구광역시 동구 신서동 1143,대구광역시 동구 신서동 1143,교통정보수집,1,41,자동차 진행 방면,,2014-06,053-803-4573,35.8810082222,128.7298951970,2019-06-21
"대구광역시청",대구광역시 동구 신서동 1143,대구광역시 동구 신서동 1143,교통정보수집,1,41,자동차 진행 방면,,2014-06,053-803-4573,35.8810082222,128.7298951970,2019-06-21
"대구광역시청",대구광역시 동구 신서동 1143,대구광역시 동구 신서동 1143,교통정보수집,1,41,자동차 진행 방면,,2014-06,053-803-4573,35.8810082222,128.7298951970,2019-06-21
"대구광역시청",대구광역시 동구 신서동 1143,대구광역시 동구 신서동 1143,교통정보수집,1,41,자동차 진행 방면,,2014-06,053-803-4573,35.8810082222,128.7298951970,2019-06-21
"대구광역시청",대구광역시 동구 신서동 1143,대구광역시 동구 신서동 1143,교통정보수집,1,41,자동차 진행 방면,,2014-06,053-803-4573,35.8810082222,128.7298951970,2019-06-21
"대구광역시청",대구광역시 동구 신서동 1143,대구광역시 동구 신서동 1143,교통정보수집,1,41,자동차 진행 방면,,2014-06,053-803-4573,35.8810082222,128.7298951970,2019-06-21
"대구광역시청",대구광역시 수성구 고모동 233-2,대구광역시 수성구 고모동 233-2,교통정보수집,1,200,자동차 진행 방면,,2014-04,053-803-4573,35.855098,128.680098,2019-06-21
"대구광역시청",대구광역시 동구 능성동 78-2,대구광역시 동구 능성동 78-2,교통정보수집,1,200,자동차 진행 방면,,2014-04,053-803-4573,35.966532,128.730715,2019-06-21
"대구광역시청",대구광역시 동구 덕곡동 56,대구광역시 동구 덕곡동 56,교통정보수집,1,200,자동차 진행 방면,,2014-04,053-803-4573,35.992603,128.614742,2019-06-21
"대구광역시청",대구광역시 달성군 하빈면 감문리 산 4-6,대구광역시 달성군 하빈면 감문리 산 4-6,교통정보수집,1,200,자동차 진행 방면,,2014-04,053-803-4573,35.880043,128.459621,2019-06-21
"대구광역시청",경상북도 청도군 각북면 금천리 산 132-6,경상북도 청도군 각북면 금천리 산 132-6,교통정보수집,1,200,자동차 진행 방면,,2014-04,053-803-4573,35.729332,128.560114,2019-06-21
"대구광역시청",대구광역시 북구 신암동 645-4,대구광역시 북구 신암동 645-4,교통정보수집,1,200,자동차 진행 방면,,2015-09,053-803-4573,35.892450,128.622165,2019-06-21
"대구광역시청",대구광역시 달서구 장기동 79-5,대구광역시 달서구 장기동 79-5,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.849782,128.521782,2019-06-21
"대구광역시청",대구광역시 서구 상리동 산 105-2,대구광역시 서구 상리동 산 105-2,교통정보수집,1,41,자동차 진행 방면,,2011-07,053-803-4573,35.880427,128.529663,2019-06-21
"대구광역시청",대구광역시 북구 서변동 1290-44,대구광역시 북구 서변동 1290-44,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.909264,128.599707,2019-06-21
"대구광역시청",대구광역시 동구 지저동 207-2,대구광역시 동구 지저동 207-2,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.906597,128.640408,2019-06-21
"대구광역시청",대구광역시 동구 동호동 243,대구광역시 동구 동호동 243,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.866024,128.713599,2019-06-21
"대구광역시청",대구광역시 동구 신기동 840-27,대구광역시 동구 신기동 840-27,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.869753,128.692794,2019-06-21
"대구광역시청",대구광역시 남구 이천동 121-380,대구광역시 남구 이천동 121-380,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.854902,128.607952,2019-06-21
"대구광역시청",대구광역시 달성군 논공읍 위천리 195-10,대구광역시 달성군 논공읍 위천리 195-10,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.760470,128.398886,2019-06-21
"대구광역시청",대구광역시 달서구 신당동 1040-5,대구광역시 달서구 신당동 1040-5,교통정보수집,1,200,자동차 진행 방면,,2014-08,053-803-4573,35.851466,128.492011,2019-06-21
